"Ref";"id_10WEB.io";"PD#PN";"Post_Number_Calc";"Post_Number_plus_Fin-dex";"Post_Number_v1.0";"Fix";"Calc1";"Calc2";"Calc3";"Post_list!";"Main_Section?";"Surprise!";"Post?";"Tier?";"Fin-dex";"New_Ref";"TransMission";"Post_Name_English";"MS_Code_Number";"Main_Section_Title_for_Categorisation";"Nome_do_Post_Brasileirinho";"Temp_Notes";"Repetead?";"Rp_in";"Rp_out";"Where_the_Post_has_been_found?";"MainSection_Code";"Temp";"Server_Post_Path-2nd_Strip";"Server_Post_Path-1st_Strip";"Server_Post_Path-Complete_with_post_name";"Remarks";"URL";"Slug_Derived"
948;45658;"CH.BB.003";"CH.BB.003";"926 - CH.BB.003";;;"CH";"BB";3;"FALSE";"FALSE";"FALSE";"TRUE";;926;926;"TRUE";"Uncovering the Suffering-Free (Pabhassara) Mind";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Uncovering the Suffering-Free (Pabhassara) Mind";;"https://puredhamma.net/buddhism-in-charts/uncovering-the-suffering-free-pabhassara-mind/";"uncovering-the-suffering-free-pabhassara-mind"
949;45811;"CH.BB.004";"CH.BB.004";"927 - CH.BB.004";;;"CH";"BB";4;"FALSE";"FALSE";"FALSE";"TRUE";;927;927;"TRUE";"Each Citta Starts with Distorted Saññā";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Each Citta Starts with Distorted Saññā";;"https://puredhamma.net/buddhism-in-charts/each-citta-starts-with-distorted-sanna/";"each-citta-starts-with-distorted-sanna"
950;45853;"CH.BB.005";"CH.BB.005";"928 - CH.BB.005";;;"CH";"BB";5;"FALSE";"FALSE";"FALSE";"TRUE";;928;928;"TRUE";"Contamination of the Human Mind Based on a Sensory Input";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Contamination of the Human Mind Based on a Sensory Input";;"https://puredhamma.net/buddhism-in-charts/contamination-of-the-human-mind-based-on-a-sensory-input/";"contamination-of-the-human-mind-based-on-a-sensory-input"
951;45879;"CH.BB.006";"CH.BB.006";"929 - CH.BB.006";;;"CH";"BB";6;"FALSE";"FALSE";"FALSE";"TRUE";;929;929;"TRUE";"Contamination of a Human Mind – Detailed Analysis";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Contamination of a Human Mind – Detailed Analysis";;"https://puredhamma.net/buddhism-in-charts/contamination-of-a-human-mind-detailed-analysis/";"contamination-of-a-human-mind-detailed-analysis"
952;45028;"CH.AA.001";"CH.AA.001";"930 - CH.AA.001";;;"CH";"AA";1;"FALSE";"FALSE";"FALSE";"TRUE";;930;930;"TRUE";"Pāli Words – Writing and Pronunciation";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Pāli Words – Writing and Pronunciation";;"https://puredhamma.net/buddhism-in-charts/pali-words-writing-pronunciation/";"pali-words-writing-pronunciation"
953;43576;"CH.AA.002";"CH.AA.002";"931 - CH.AA.002";;;"CH";"AA";2;"FALSE";"FALSE";"FALSE";"TRUE";;931;931;"TRUE";"Buddha Dhamma – Foundation";;;;"O";"TRUE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts »";"Home » Buddhism – In Charts » Buddha Dhamma – Foundation";;"https://puredhamma.net/buddhism-in-charts/buddha-dhamma-foundation/";"buddha-dhamma-foundation"
954;2060;"TL.DD.006";"TL.DD.006";"932 - TL.DD.006";;;"TL";"DD";6;"FALSE";"FALSE";"FALSE";"TRUE";;932;932;"TRUE";"Buddhism without Rebirth and Nibbāna?";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"TL";1;;;"Home » Three Levels of Practice » Moral Living and Fundamentals » Buddhism without Rebirth and Nibbāna?";;"https://puredhamma.net/three-levels-of-practice/moral-living-and-fundamentals/buddhism-without-rebirth-and-nibbana/";"buddhism-without-rebirth-and-nibbana"
955;414;"BD.AA.007";"BD.AA.007";"933 - BD.AA.007";;;"BD";"AA";7;"FALSE";"FALSE";"FALSE";"TRUE";;933;933;"TRUE";"Evidence for Rebirth";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"BD";1;;;"Home » Buddha Dhamma » Evidence for Rebirth";;"https://puredhamma.net/dhamma/evidence-for-rebirth/";"evidence-for-rebirth"
956;18938;"SI.CC.003";"SI.CC.003";"934 - SI.CC.003";;;"SI";"CC";3;"FALSE";"FALSE";"FALSE";"TRUE";;934;934;"TRUE";"Essence of Buddhism – In the First Sutta";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"SI";1;;;"Home » Sutta Interpretations » Dhammacakkappavattana Sutta » Essence of Buddhism – In the First Sutta";;"https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta/essence-of-buddhism-in-the-first-sutta/";"essence-of-buddhism-in-the-first-sutta"
957;3043;"KD.II.002";"KD.II.002";"935 - KD.II.002";;;"KD";"II";2;"FALSE";"FALSE";"FALSE";"TRUE";;935;935;"TRUE";"Five Aggregates – Introduction";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"KD";1;;;"Home » Key Dhamma Concepts » The Five Aggregates (Pañcakkhandha) » Five Aggregates – Introduction";;"https://puredhamma.net/key-dhamma-concepts/five-aggregates-pancakkhandha/five-aggregates-introduction/";"five-aggregates-introduction"
958;34200;"PS.CC.002";"PS.CC.002";"936 - PS.CC.002";;;"PS";"CC";2;"FALSE";"FALSE";"FALSE";"TRUE";;936;936;"TRUE";"Loka Sutta – Origin and Cessation of the World";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"PS";1;;;"Home » Paṭicca Samuppāda » Paṭicca Samuppāda – Essential Concepts » Concepts of Upādāna and Upādānakkhandha » Loka Sutta – Origin and Cessation of the World";;"https://puredhamma.net/paticca-samuppada/paticca-samuppada-essential-concepts/concepts-of-upadana-and-upadanakkhandha/loka-sutta-origin-and-cessation-of-the-world/";"loka-sutta-origin-and-cessation-of-the-world"
959;42093;"PS.GG.004";"PS.GG.004";"937 - PS.GG.004";;;"PS";"GG";4;"FALSE";"FALSE";"FALSE";"TRUE";;937;937;"TRUE";"Saṅkhāra – An Introduction";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";;0;;;"Home » Saṅkhāra – An Introduction";;"https://puredhamma.net/sa%e1%b9%85khara-an-introduction/";"sa%e1%b9%85khara-an-introduction"
960;36259;"PS.GG.006";"PS.GG.006";"938 - PS.GG.006";;;"PS";"GG";6;"FALSE";"FALSE";"FALSE";"TRUE";;938;938;"TRUE";"Kamma and Saṅkhāra, Cetanā and Sañcetanā";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"PS";1;;;"Home » Paṭicca Samuppāda » Understanding the Terms in Paṭicca Samuppāda » Saṅkhāra – Many Meanings » Kamma and Saṅkhāra, Cetanā and Sañcetanā";;"https://puredhamma.net/paticca-samuppada/understanding-the-terms-in-paticca-samuppada/sankhara-many-meanings/kamma-and-sankhara-cetana-and-sancetana/";"kamma-and-sankhara-cetana-and-sancetana"
961;37257;"KD.JJ.010";"KD.JJ.010";"939 - KD.JJ.010";;;"KD";"JJ";10;"FALSE";"FALSE";"FALSE";"TRUE";;939;939;"TRUE";"Nāmarupa in Vipāka Viññāṇa";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";;0;;;"Home » Nāmarupa in Vipāka Viññāṇa";;"https://puredhamma.net/namarupa-in-vipaka-vinna%e1%b9%87a/";"namarupa-in-vipaka-vinna%e1%b9%87a"
962;44282;"KD.JJ.011";"KD.JJ.011";"940 - KD.JJ.011";;;"KD";"JJ";11;"FALSE";"FALSE";"FALSE";"TRUE";;940;940;"TRUE";"Nāmarupa in Idappaccayātā Paṭicca Samuppāda";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";;0;;;"Home » Nāmarupa in Idappaccayātā Paṭicca Samuppāda";;"https://puredhamma.net/namarupa-in-pa%e1%b9%adicca-samuppada/";"namarupa-in-pa%e1%b9%adicca-samuppada"
963;44536;"CH.AA.003";"CH.AA.003";"941 - CH.AA.003";;;"CH";"AA";3;"FALSE";"FALSE";"FALSE";"TRUE";;941;941;"TRUE";"Saḷāyatana Are Not Sense Faculties";;;;"O";"FALSE";;;"23 - Buddhism in Charts (New Section?)";;0;;;"Home » Saḷāyatana Are Not Sense Faculties";;"https://puredhamma.net/salayatana-are-not-sense-faculties/";"salayatana-are-not-sense-faculties"
964;4721;"PS.II.007";"PS.II.007";"942 - PS.II.007";;;"PS";"II";7;"FALSE";"FALSE";"FALSE";"TRUE";;942;942;"TRUE";"Difference between Phassa and Samphassa";;;;"P";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"PS";1;;;"Home » Paṭicca Samuppāda » Paṭicca Samuppāda in Plain English » Difference between Phassa and Samphassa";;"https://puredhamma.net/paticca-samuppada/paticca-samuppada-in-plain-english/difference-between-phassa-and-samphassa/";"difference-between-phassa-and-samphassa"
965;44498;"CH.AA.004";"CH.AA.004";"943 - CH.AA.004";;;"CH";"AA";4;"FALSE";"FALSE";"FALSE";"TRUE";;943;943;"TRUE";"Anuseti – How Anusaya Grows with Saṅkhāra";;;;"O";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";;"Home » Buddhism – In Charts » Anuseti – How Anusaya Grows with Saṅkhāra";;"https://puredhamma.net/buddhism-in-charts/anuseti-how-anusaya-grows-with-sa%e1%b9%85khara/";"anuseti-how-anusaya-grows-with-sa%e1%b9%85khara"
966;44785;"CH.AA.005";"CH.AA.005";"944 - CH.AA.005";;;"CH";"AA";5;"FALSE";"FALSE";"FALSE";"TRUE";;944;944;"TRUE";"Rupa, Dhammā (Appaṭigha Rupa) and Nāmagotta (Memories)";;;;"O";"FALSE";;;"23 - Buddhism in Charts (New Section?)";"CH";1;"Home » Buddhism – In Charts »";;"Home » Buddhism – In Charts » Rupa, Dhammā (Appaṭigha Rupa) and Nāmagotta (Memories)";;"https://puredhamma.net/buddhism-in-charts/rupa-dhamma-appa%e1%b9%adigha-rupa-and-namagotta-memories/";"rupa-dhamma-appa%e1%b9%adigha-rupa-and-namagotta-memories"
967;10818;"FT.BB.001";"FT.BB.001";"946 - FT.BB.001";;;"FT";"BB";1;"FALSE";"FALSE";"FALSE";"TRUE";;946;946;"TRUE";"Parinibbāna of Waharaka Thēro";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Parinibbāna of Waharaka Thēro";;"https://puredhamma.net/new-revised-posts/parinibbana-of-waharaka-thero/";"parinibbana-of-waharaka-thero"
967;;"FT.AA.000";"FT.AA.000";"945 - FT.AA.000";;;"FT";"AA";0;"TRUE";"TRUE";"FALSE";"FALSE";;945;945;"TRUE";"Footnotes";24;"Footnotes";;"O";"FALSE";;;"24 - FootNotes";"FT";;;;;;"https://puredhamma.net/";
969;4712;"FT.CC.001";"FT.CC.001";"947 - FT.CC.001";;;"FT";"CC";1;"FALSE";"FALSE";"FALSE";"TRUE";;947;947;"TRUE";"Pure Dhamma Essays in Book Format";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma Essays in Book Format";;"https://puredhamma.net/new-revised-posts/puredhamma-essays-in-a-book-format/";"puredhamma-essays-in-a-book-format"
970;10647;"FT.DD.001";"FT.DD.001";"948 - FT.DD.001";;;"FT";"DD";1;"FALSE";"FALSE";"FALSE";"TRUE";;948;948;"TRUE";"Pure Dhamma – Sinhala Translation";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Sinhala Translation";;"https://puredhamma.net/new-revised-posts/pure-dhamma-sinhala-translation/";"pure-dhamma-sinhala-translation"
971;12621;"FT.DD.002";"FT.DD.002";"949 - FT.DD.002";;;"FT";"DD";2;"FALSE";"FALSE";"FALSE";"TRUE";;949;949;"TRUE";"Pure Dhamma – German Website";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – German Website";;"https://puredhamma.net/new-revised-posts/pure-dhamma-german-website/";"pure-dhamma-german-website"
972;25613;"FT.DD.003";"FT.DD.003";"950 - FT.DD.003";;;"FT";"DD";3;"FALSE";"FALSE";"FALSE";"TRUE";;950;950;"TRUE";"Pure Dhamma – Korean Website";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Korean Website";;"https://puredhamma.net/new-revised-posts/pure-dhamma-korean-website/";"pure-dhamma-korean-website"
973;5894;"FT.EE.001";"FT.EE.001";"952 - FT.EE.001";;;"FT";"EE";1;"FALSE";"FALSE";"FALSE";"TRUE";;952;952;"TRUE";"Niramisa Sukha – In a Chart";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Niramisa Sukha – In a Chart";;"https://puredhamma.net/new-revised-posts/niramisa-sukha-in-a-chart/";"niramisa-sukha-in-a-chart"
974;7562;"FT.FF.001";"FT.FF.001";"953 - FT.FF.001";;;"FT";"FF";1;"FALSE";"FALSE";"FALSE";"TRUE";;953;953;"TRUE";"Popup Pāli Glossary with Pronunciation";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Popup Pāli Glossary with Pronunciation";;"https://puredhamma.net/new-revised-posts/pali-glossary-with-pronunciation/";"pali-glossary-with-pronunciation"
975;1831;"FT.GG.001";"FT.GG.001";"954 - FT.GG.001";;;"FT";"GG";1;"FALSE";"FALSE";"FALSE";"TRUE";;954;954;"TRUE";"New / Revised Posts";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts";;"https://puredhamma.net/new-revised-posts/";"new-revised-posts"
976;7424;"FT.HH.001";"FT.HH.001";"955 - FT.HH.001";;;"FT";"HH";1;"FALSE";"FALSE";"FALSE";"TRUE";;955;955;"TRUE";"Pure Dhamma – Sitemap";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Sitemap";;"https://puredhamma.net/new-revised-posts/pure-dhamma-sitemap/";"pure-dhamma-sitemap"
977;11756;"FT.II.001";"FT.II.001";"956 - FT.II.001";;;"FT";"II";1;"FALSE";"FALSE";"FALSE";"TRUE";;956;956;"TRUE";"Pure Dhamma Discussion Forum Guidelines";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma Discussion Forum Guidelines";;"https://puredhamma.net/new-revised-posts/pure-dhamma-discussion-forum-guidelines/";"pure-dhamma-discussion-forum-guidelines"
978;26097;"FT.JJ.001";"FT.JJ.001";"957 - FT.JJ.001";;;"FT";"JJ";1;"FALSE";"FALSE";"FALSE";"TRUE";;957;957;"TRUE";"Pure Dhamma – Reflections on 2019";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2019";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2019/";"pure-dhamma-reflections-on-2019"
979;21064;"FT.JJ.002";"FT.JJ.002";"958 - FT.JJ.002";;;"FT";"JJ";2;"FALSE";"FALSE";"FALSE";"TRUE";;958;958;"TRUE";"Pure Dhamma – Reflections on 2018";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » Pure Dhamma – Reflections on 2018";;"https://puredhamma.net/pure-dhamma-reflections-on-2018/";"pure-dhamma-reflections-on-2018"
980;12397;"FT.JJ.003";"FT.JJ.003";"959 - FT.JJ.003";;;"FT";"JJ";3;"FALSE";"FALSE";"FALSE";"TRUE";;959;959;"TRUE";"Pure Dhamma – Reflections on 2017";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2017";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2017/";"pure-dhamma-reflections-on-2017"
981;10494;"FT.JJ.004";"FT.JJ.004";"960 - FT.JJ.004";;;"FT";"JJ";4;"FALSE";"FALSE";"FALSE";"TRUE";;960;960;"TRUE";"Pure Dhamma – Reflections on 2016";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2016";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2016/";"pure-dhamma-reflections-on-2016"
982;7107;"FT.JJ.005";"FT.JJ.005";"961 - FT.JJ.005";;;"FT";"JJ";5;"FALSE";"FALSE";"FALSE";"TRUE";;961;961;"TRUE";"Reflections on 2015";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Reflections on 2015";;"https://puredhamma.net/new-revised-posts/reflections-on-2015/";"reflections-on-2015"
983;4108;"FT.JJ.006";"FT.JJ.006";"962 - FT.JJ.006";;;"FT";"JJ";6;"FALSE";"FALSE";"FALSE";"TRUE";;962;962;"TRUE";"Reflections on 2014";;;;"O";"FALSE";;;"24 - FootNotes";"FT";;;;"Home » New / Revised Posts » Reflections on 2014";;"https://puredhamma.net/new-revised-posts/reflections-on-2014/";"reflections-on-2014"
984;;"MS.AA.000";"MS.AA.000";"963 - MS.AA.000";;;"MS";"AA";0;"TRUE";"TRUE";"FALSE";"FALSE";;963;963;"TRUE";"Miscellaneous";25;"Miscellaneous";;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;;;;
985;26097;"FT.JJ.001";"FT.JJ.001";"964 - FT.JJ.001";;;"FT";"JJ";1;"FALSE";"FALSE";"FALSE";"TRUE";;964;964;"TRUE";"Pure Dhamma – Reflections on 2019";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2019";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2019/";"pure-dhamma-reflections-on-2019"
986;21064;"FT.JJ.002";"FT.JJ.002";"965 - FT.JJ.002";;;"FT";"JJ";2;"FALSE";"FALSE";"FALSE";"TRUE";;965;965;"TRUE";"Pure Dhamma – Reflections on 2018";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » Pure Dhamma – Reflections on 2018";;"https://puredhamma.net/pure-dhamma-reflections-on-2018/";"pure-dhamma-reflections-on-2018"
987;12397;"FT.JJ.003";"FT.JJ.003";"966 - FT.JJ.003";;;"FT";"JJ";3;"FALSE";"FALSE";"FALSE";"TRUE";;966;966;"TRUE";"Pure Dhamma – Reflections on 2017";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2017";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2017/";"pure-dhamma-reflections-on-2017"
988;10494;"FT.JJ.004";"FT.JJ.004";"967 - FT.JJ.004";;;"FT";"JJ";4;"FALSE";"FALSE";"FALSE";"TRUE";;967;967;"TRUE";"Pure Dhamma – Reflections on 2016";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » New / Revised Posts » Pure Dhamma – Reflections on 2016";;"https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2016/";"pure-dhamma-reflections-on-2016"
989;7107;"FT.JJ.005";"FT.JJ.005";"968 - FT.JJ.005";;;"FT";"JJ";5;"FALSE";"FALSE";"FALSE";"TRUE";;968;968;"TRUE";"Reflections on 2015";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » New / Revised Posts » Reflections on 2015";;"https://puredhamma.net/new-revised-posts/reflections-on-2015/";"reflections-on-2015"
990;4108;"FT.JJ.006";"FT.JJ.006";"969 - FT.JJ.006";;;"FT";"JJ";6;"FALSE";"FALSE";"FALSE";"TRUE";;969;969;"TRUE";"Reflections on 2014";;;;"P";"FALSE";;;"25 - Miscellaneous";"FT";;;;"Home » New / Revised Posts » Reflections on 2014";;"https://puredhamma.net/new-revised-posts/reflections-on-2014/";"reflections-on-2014"
991;5120;"MS.BB.001";"MS.BB.001";"970 - MS.BB.001";;;"MS";"BB";1;"FALSE";"FALSE";"FALSE";"TRUE";;970;970;"TRUE";"Buddha Dhamma – In a Chart";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Buddha Dhamma – In a Chart";;"https://puredhamma.net/new-revised-posts/buddha-dhamma-in-a-chart/";"buddha-dhamma-in-a-chart"
992;5894;"FT.EE.001";"FT.EE.001";"971 - FT.EE.001";;;"FT";"EE";1;"FALSE";"FALSE";"FALSE";"TRUE";;971;971;"TRUE";"Niramisa Sukha – In a Chart";;;;"P";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Niramisa Sukha – In a Chart";;"https://puredhamma.net/new-revised-posts/niramisa-sukha-in-a-chart/";"niramisa-sukha-in-a-chart"
993;6601;"MS.CC.001";"MS.CC.001";"972 - MS.CC.001";;;"MS";"CC";1;"FALSE";"FALSE";"FALSE";"TRUE";;972;972;"TRUE";"Ancient teeth found in China challenge modern human migration theory";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Ancient teeth found in China challenge modern human migration theory";;"https://puredhamma.net/new-revised-posts/ancient-teeth-found-in-china-challenge-modern-human-migration-theory/";"ancient-teeth-found-in-china-challenge-modern-human-migration-theory"
994;4168;"MS.CC.002";"MS.CC.002";"973 - MS.CC.002";;;"MS";"CC";2;"FALSE";"FALSE";"FALSE";"TRUE";;973;973;"TRUE";"Mars Curiosity Photos Suggest Life May Have Existed on Red Planet";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Mars Curiosity Photos Suggest Life May Have Existed on Red Planet";;"https://puredhamma.net/new-revised-posts/mars-curiosity-photos-suggest-life-may-have-existed-on-red-planet/";"mars-curiosity-photos-suggest-life-may-have-existed-on-red-planet"
995;3705;"MS.CC.003";"MS.CC.003";"974 - MS.CC.003";;;"MS";"CC";3;"FALSE";"FALSE";"FALSE";"TRUE";;974;974;"TRUE";"Recent Publications on Benefits of Meditation";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Recent Publications on Benefits of Meditation";;"https://puredhamma.net/new-revised-posts/recent-publications-on-benefits-of-meditation/";"recent-publications-on-benefits-of-meditation"
996;3649;"MS.CC.004";"MS.CC.004";"975 - MS.CC.004";;;"MS";"CC";4;"FALSE";"FALSE";"FALSE";"TRUE";;975;975;"TRUE";"Laniakea: Our home supercluster";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Laniakea: Our home supercluster";;"https://puredhamma.net/new-revised-posts/laniakea-our-home-supercluster/";"laniakea-our-home-supercluster"
997;3335;"MS.CC.005";"MS.CC.005";"976 - MS.CC.005";;;"MS";"CC";5;"FALSE";"FALSE";"FALSE";"TRUE";;976;976;"TRUE";"Think Outside the Box!";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » Think Outside the Box!";;"https://puredhamma.net/new-revised-posts/think-outside-the-box/";"think-outside-the-box"
998;2858;"MS.CC.006";"MS.CC.006";"977 - MS.CC.006";;;"MS";"CC";6;"FALSE";"FALSE";"FALSE";"TRUE";;977;977;"TRUE";"There are as many creatures on your body as there are people on Earth!";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » There are as many creatures on your body as there are people on Earth!";;"https://puredhamma.net/new-revised-posts/there-are-as-many-creatures-on-your-body-as-there-are-people-on-earth/";"there-are-as-many-creatures-on-your-body-as-there-are-people-on-earth"
999;2638;"MS.CC.007";"MS.CC.007";"978 - MS.CC.007";;;"MS";"CC";7;"FALSE";"FALSE";"FALSE";"TRUE";;978;978;"TRUE";"News Article on Robin Williams and Buddhist Meditation";;;;"O";"FALSE";;;"25 - Miscellaneous";"MS";;;;"Home » New / Revised Posts » News Article on Robin Williams and Buddhist Meditation";;"https://puredhamma.net/new-revised-posts/news-article-on-robin-williams-and-buddhist-meditation/";"news-article-on-robin-williams-and-buddhist-meditation"
