Fin-dex;id_10WEB.io;PD#PN;Post_Name_English;Nome_do_Post_Brasileirinho;MainSection_Code;URL;Slug_Derived
777;4049;AB.CC.006;2. Viññāṇa (Consciousness) can be of Many Different Types and Forms;;AB;https://puredhamma.net/abhidhamma/the-mind/2-vinnana-consciousness-can-be-of-many-different-types-and-forms/;2-vinnana-consciousness-can-be-of-many-different-types-and-forms
778;4574;AB.CC.007;3. Viññāṇa, Thoughts, and the Subconscious;;AB;https://puredhamma.net/abhidhamma/the-mind/3-vinnana-is-not-a-thought-what-is-subconscious/;3-vinnana-is-not-a-thought-what-is-subconscious
779;3931;AB.DD.001;Subsection: Gandhabba (Manomaya Kaya);;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/;gandhabbaya-manomaya-kaya
780;3929;AB.DD.002;Gandhabba (Manomaya Kāya)- Introduction;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/gandhabbaya-manomaya-kaya-introduction/;gandhabbaya-manomaya-kaya-introduction
782;7871;AB.DD.003;Hidden World of the Gandhabba: Netherworld (Paralōka);;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/gandhabba-netherworld-paraloka/;gandhabba-netherworld-paraloka
783;2765;AB.DD.004;Ghost in the Machine – Synonym for the Manomaya Kaya?;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/ghost-in-the-machine-manomaya-kaya/;ghost-in-the-machine-manomaya-kaya
784;1634;AB.DD.005;Manomaya Kaya (Gandhabba) and the Physical Body;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/manomaya-kaya-gandhabba-and-the-physical-body/;manomaya-kaya-gandhabba-and-the-physical-body
785;5712;AB.DD.006;Brain – Interface between Mind and Body;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/brain-interface-between-mind-and-body/;brain-interface-between-mind-and-body
786;1667;AB.DD.007;Out-of-Body Experience (OBE) and Manōmaya Kāya;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/manomaya-kaya-and-out-of-body-experience-obe/;manomaya-kaya-and-out-of-body-experience-obe
787;3671;AB.DD.008;Cuti-Paṭisandhi – An Abhidhamma Description;;AB;https://puredhamma.net/abhidhamma/gandhabbaya-manomaya-kaya/cuti-patisandhi-an-abhidhamma-description/;cuti-patisandhi-an-abhidhamma-description
789;5746;AB.EE.001;Subsection: Role of the Brain in Human Consciousness;;AB;https://puredhamma.net/abhidhamma/role-of-the-brain-in-human-consciousness/;role-of-the-brain-in-human-consciousness
792;8891;AB.FF.001;Abhidhamma via Science;;AB;https://puredhamma.net/abhidhamma/abhidhamma-via-science/;abhidhamma-via-science
797;;AB.GG.001;Other Relevant Posts;;;;
800;6138;AB.GG.004;The Origin of Matter – Suddhāṭṭhaka;;AB;https://puredhamma.net/abhidhamma/the-origin-of-matter-suddhatthaka/;the-origin-of-matter-suddhatthaka
801;8252;AB.GG.005;What are Dhammā? – A Deeper Analysis;;AB;https://puredhamma.net/abhidhamma/what-are-dhamma-a-deeper-analysis/;what-are-dhamma-a-deeper-analysis
802;11238;AB.GG.006;Pabhassara Citta, Radiant Mind, and Bhavaṅga;;AB;https://puredhamma.net/abhidhamma/pabhassara-citta-radiant-mind-bhavanga/;pabhassara-citta-radiant-mind-bhavanga
803;23;HB.AA.000;Historical Background;;HB;https://puredhamma.net/historical-background/;historical-background
804;922;HB.AA.001;Historical Background – Introduction;;HB;https://puredhamma.net/historical-background/introduction/;introduction
806;45282;HB.AA.003;Counterfeit Buddhism – Current Mainstream Buddhism;;HB;https://puredhamma.net/historical-background/counterfeit-buddhism-current-mainstream-buddhism/;counterfeit-buddhism-current-mainstream-buddhism
807;186;HB.AA.004;Methods of Delivery of Dhamma by the Buddha;;HB;https://puredhamma.net/historical-background/methods-of-delivery-of-dhamma-by-the-buddha-2/;methods-of-delivery-of-dhamma-by-the-buddha-2
808;189;HB.AA.005;Misconceptions on the Topics the Buddha “Refused to Answer”;;HB;https://puredhamma.net/historical-background/questions-buddha-refused-to-answer/;questions-buddha-refused-to-answer
809;49;HB.AA.006;Misinterpretations of Buddha Dhamma;;HB;https://puredhamma.net/historical-background/misinterpretations-of-buddha-dhamma/;misinterpretations-of-buddha-dhamma
810;47;HB.AA.007;Preservation of the Buddha Dhamma;;HB;https://puredhamma.net/historical-background/preservation-buddha-dhamma/;preservation-buddha-dhamma
813;1008;HB.AA.010;Historical Timeline of Edward Conze;;HB;https://puredhamma.net/historical-background/historical-timeline-of-edward-conze/;historical-timeline-of-edward-conze
814;1410;HB.AA.011;Why is it Critical to Find the Pure Buddha Dhamma?;;HB;https://puredhamma.net/historical-background/why-is-it-critical-to-find-the-pure-buddha-dhamma/;why-is-it-critical-to-find-the-pure-buddha-dhamma
815;1415;HB.AA.012;Key Problems with Mahāyāna Teachings;;HB;https://puredhamma.net/historical-background/key-problems-with-mahayana-teachings/;key-problems-with-mahayana-teachings
816;3754;HB.AA.013;Saddharma Pundarika Sutra (Lotus Sutra) – A Focused Analysis;;HB;https://puredhamma.net/historical-background/saddharma-pundarika-sutra-lotus-sutra-a-focused-analysis/;saddharma-pundarika-sutra-lotus-sutra-a-focused-analysis
817;1692;HB.AA.014;What is Suñyāta or Suññāta (Emptiness)?;;HB;https://puredhamma.net/historical-background/what-is-sunyata-emptiness/;what-is-sunyata-emptiness
818;10067;HB.AA.015;Buddhaghōsa and Visuddhimagga – Historical Background;;HB;https://puredhamma.net/historical-background/buddhaghosa-and-visuddhimagga-historical-background/;buddhaghosa-and-visuddhimagga-historical-background
819;11186;HB.AA.016;Buddhaghosa’s Visuddhimagga – A Focused Analysis;;HB;https://puredhamma.net/historical-background/buddhaghosas-visuddhimagga-a-focused-analysis/;buddhaghosas-visuddhimagga-a-focused-analysis
820;195;HB.AA.017;Background on the Current Revival of Buddhism (Buddha Dhamma);;HB;https://puredhamma.net/historical-background/background-on-the-current-revival-of-buddha-dhamma-2/;background-on-the-current-revival-of-buddha-dhamma-2
822;13111;HB.AA.019;Tipiṭaka Commentaries – Helpful or Misleading?;;HB;https://puredhamma.net/historical-background/tipitaka-commentaries-helpful-or-misleading/;tipitaka-commentaries-helpful-or-misleading
823;3093;BC.AA.000;Buddhist Chanting;;BC;https://puredhamma.net/buddhist-chanting/;buddhist-chanting
824;3255;BC.AA.001;Buddhist Chanting – Introduction;;BC;https://puredhamma.net/buddhist-chanting/buddhist-chanting-introduction/;buddhist-chanting-introduction
825;3728;BC.AA.002;Sādhu – Symbolizes Purified Hadaya Vatthu (Mind);;BC;https://puredhamma.net/buddhist-chanting/sadhu-symbolizes-purified-heart/;sadhu-symbolizes-purified-heart
826;3106;BC.AA.003;Namaskaraya – Homage to the Buddha;;BC;https://puredhamma.net/buddhist-chanting/namaskaraya-homage-to-buddha/;namaskaraya-homage-to-buddha
827;8575;BC.AA.004;Supreme Qualities of Buddha, Dhamma, Saṅgha;;BC;https://puredhamma.net/buddhist-chanting/supreme-qualities-of-buddha-dhamma-sangha/;supreme-qualities-of-buddha-dhamma-sangha
828;3098;BC.AA.005;The Five Precepts – Pañca Sīla;;BC;https://puredhamma.net/buddhist-chanting/five-precepts-panca-sila-recital/;five-precepts-panca-sila-recital
829;3132;BC.AA.006;Sutta Chanting (with Pāli Text);;BC;https://puredhamma.net/buddhist-chanting/sutta-chanting-with-pali-text/;sutta-chanting-with-pali-text
830;3077;DD.AA.000;Dhammapada;;DD;https://puredhamma.net/dhammapada/;dhammapada
831;15510;DD.AA.001;Manōpubbangamā Dhammā..;;DD;https://puredhamma.net/dhammapada/manopubbangama-dhamma/;manopubbangama-dhamma
832;3079;DD.AA.002;Sabba Pāpassa Akaranaṃ….;;DD;https://puredhamma.net/dhammapada/sabba-papassa-akaranam/;sabba-papassa-akaranam
833;3420;DD.AA.003;Appamādō Amata Padam….;;DD;https://puredhamma.net/dhammapada/appamado-amata-padam/;appamado-amata-padam
834;3483;DD.AA.004;Na Jaccā Vasalo Hoti……;;DD;https://puredhamma.net/dhammapada/na-jacca-vasalo-hoti/;na-jacca-vasalo-hoti
835;5275;DD.AA.005;Arōgyā Paramā Lābhā..;;DD;https://puredhamma.net/dhammapada/arogya-parama-labha/;arogya-parama-labha
836;6015;DD.AA.006;Aniccā vata Sankhārā…;;DD;https://puredhamma.net/dhammapada/anicca-vata-sankhara/;anicca-vata-sankhara
837;10905;DD.AA.007;Attā Hi Attanō Nāthō;;DD;https://puredhamma.net/dhammapada/atta-hi-attano-natho/;atta-hi-attano-natho
838;4255;SI.AA.000;Sutta Interpretations;;SI;https://puredhamma.net/sutta-interpretations/;sutta-interpretations
839;4253;SI.AA.001;Sutta Interpretation – Uddēsa, Niddēsa, Paṭiniddēsa;;SI;https://puredhamma.net/sutta-interpretations/sutta-interpretation-uddesa-niddesa-patiniddesa/;sutta-interpretation-uddesa-niddesa-patiniddesa
840;10899;SI.AA.002;Pāli Dictionaries – Are They Reliable?;;SI;https://puredhamma.net/sutta-interpretations/pali-dictionaries-reliability/;pali-dictionaries-reliability
841;10542;SI.AA.003;Nikāya in the Sutta Piṭaka;;SI;https://puredhamma.net/sutta-interpretations/nikaya-sutta-pitaka/;nikaya-sutta-pitaka
842;10378;SI.AA.004;Sutta Learning Sequence for the Present Day;;SI;https://puredhamma.net/sutta-interpretations/sutta-learning-sequence-for-the-present-day/;sutta-learning-sequence-for-the-present-day
843;4267;SI.BB.001;Mahā Satipaṭṭhāna Sutta;;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/;maha-satipatthana-sutta
844;4328;SI.BB.002;Satipaṭṭhāna Sutta – Structure;;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/satipatthana-sutta-structure/;satipatthana-sutta-structure
845;4269;SI.BB.003;Satipaṭṭhāna – Introduction;;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/satipatthana-introduction/;satipatthana-introduction
846;4307;SI.BB.004;Kāyānupassanā – Section on Postures (Iriyāpathapabba);;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/kayanupassana-foundation-iriyapathapabba/;kayanupassana-foundation-iriyapathapabba
847;4378;SI.BB.005;Kāyānupassanā – The Section on Habits (Sampajānapabba);;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/kayanupassana-the-section-on-habits-sampajanapabba/;kayanupassana-the-section-on-habits-sampajanapabba
848;4420;SI.BB.006;Prerequisites for the Satipaṭṭhāna Bhāvanā;;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/prerequisites-for-the-satipatthana-bhavana/;prerequisites-for-the-satipatthana-bhavana
849;4535;SI.BB.007;What is “Kāya” in Kāyānupassanā?;;SI;https://puredhamma.net/sutta-interpretations/maha-satipatthana-sutta/kaya-kaya-kayanupassana/;kaya-kaya-kayanupassana
850;4687;SI.AA.005;Mahā Cattārisaka Sutta (Discourse on the Great Forty);;SI;https://puredhamma.net/sutta-interpretations/maha-cattarisaka-sutta-discourse-on-the-great-forty/;maha-cattarisaka-sutta-discourse-on-the-great-forty
851;7656;SI.CC.001;Dhammacakkappavattana Sutta;;SI;https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta/;dhammacakkappavattana-sutta
852;7560;SI.CC.002;Dhammacakkappavattana Sutta – Introduction;;SI;https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta-introduction/;dhammacakkappavattana-sutta-introduction
854;7655;SI.CC.004;Majjhimā Patipadā – Way to Relinquish Attachments to this World;;SI;https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta/majjhima-patipada-relinquish-attachments-to-world/;majjhima-patipada-relinquish-attachments-to-world
855;7670;SI.CC.005;Tiparivatta and Twelve Types of Ñāṇa (Knowledge);;SI;https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta/tiparivattaya-and-twelve-types-of-nana/;tiparivattaya-and-twelve-types-of-nana
856;7738;SI.CC.006;Relinquishing Defilements via Three Rounds and Four Stages;;SI;https://puredhamma.net/sutta-interpretations/dhammacakkappavattana-sutta/relinquishing-defilements-via-three-rounds-and-four-stages/;relinquishing-defilements-via-three-rounds-and-four-stages
857;16484;SI.DD.001;Anguttara Nikāya – Suttā on Key Concepts;;SI;https://puredhamma.net/sutta-interpretations/anguttara-nikaya/;anguttara-nikaya
859;16438;SI.DD.002;Dasa Akusala/Dasa Kusala – Basis of Buddha Dhamma;;SI;https://puredhamma.net/sutta-interpretations/anguttara-nikaya/dasa-akusala-dasa-kusala-basis-buddha-dhamma/;dasa-akusala-dasa-kusala-basis-buddha-dhamma
860;16590;SI.DD.003;Dasa Akusala/Dasa Kusala – Basis of Buddha Dhamma -2;;SI;https://puredhamma.net/sutta-interpretations/anguttara-nikaya/dasa-akusala-dasa-kusala-basis-of-buddha-dhamma-2/;dasa-akusala-dasa-kusala-basis-of-buddha-dhamma-2
861;15853;SI.AA.006;Na Cēta­nākara­nīya Sutta;;SI;https://puredhamma.net/sutta-interpretations/na-cetanakaraniya-sutta/;na-cetanakaraniya-sutta
862;16286;SI.AA.007;Pathama Metta Sutta;;SI;https://puredhamma.net/sutta-interpretations/pathama-metta-sutta/;pathama-metta-sutta
863;16362;SI.AA.008;Kukkuravatika Sutta (Majjhima Nikāya 57) – Kammakkhaya;;SI;https://puredhamma.net/sutta-interpretations/kukkuravatika-sutta-majjhima-nikaya-57-kammakkhaya/;kukkuravatika-sutta-majjhima-nikaya-57-kammakkhaya
864;52447;SI.AA.009;Aggañña Sutta Discussion – Introduction;;;https://puredhamma.net/agganna-sutta-discussion-introduction/;agganna-sutta-discussion-introduction
866;12587;SI.AA.011;Tapussa Sutta (AN 9.41)– Akuppā Cētōvimutti;;SI;https://puredhamma.net/sutta-interpretations/tapussa-sutta-akuppa-cetovimutti/;tapussa-sutta-akuppa-cetovimutti
867;23279;SI.AA.012;Yamaka Sutta (SN 22.85) – Arahanthood Is Not Annihilation but End of Suffering;;SI;https://puredhamma.net/sutta-interpretations/yamaka-sutta-sn-22-85-arahanthood-not-annihilation/;yamaka-sutta-sn-22-85-arahanthood-not-annihilation
868;38714;SI.AA.013;Three Types of “Bodies” – Poṭṭhapāda Sutta (DN 9);;SI;https://puredhamma.net/sutta-interpretations/three-types-of-bodies-potthapada-sutta-dn-9/;three-types-of-bodies-potthapada-sutta-dn-9
869;8367;MR.AA.000;Myths or Realities?;;MR;https://puredhamma.net/myths-or-realities/;myths-or-realities
870;50968;MR.AA.001;Vedās Originated With Buddha Kassapa’s Teachings;;;https://puredhamma.net/vedas-originated-with-buddha-kassapas-teachings/;vedas-originated-with-buddha-kassapas-teachings
871;48039;MR.AA.002;Dasa Māra Senā (Mārasenā) – Ten Defilements;;MR;https://puredhamma.net/myths-or-realities/dasa-mara-sena-marasena-ten-defilements/;dasa-mara-sena-marasena-ten-defilements
872;8359;MR.AA.003;Animisa Lōcana Bōdhi Poojā – A Prelude to Acts of Gratitude;;MR;https://puredhamma.net/myths-or-realities/animisa-locana-bodhi-pooja/;animisa-locana-bodhi-pooja
873;50136;MR.AA.004;Pāramitā – How a Puthujjana Becomes a Buddha;;MR;https://puredhamma.net/myths-or-realities/paramita-how-a-puthujjana-becomes-a-buddha/;paramita-how-a-puthujjana-becomes-a-buddha
874;8588;MR.AA.005;Tisarana Vandana and Its Effects on One’s Gati;;MR;https://puredhamma.net/myths-or-realities/tisarana-vandana-and-its-effects-on-ones-gathi/;tisarana-vandana-and-its-effects-on-ones-gathi
875;7122;MR.AA.006;Does the Hell (Niraya) Exist?;;MR;https://puredhamma.net/myths-or-realities/does-the-hell-niraya-exist/;does-the-hell-niraya-exist
876;8720;MR.AA.007;Can Buddhist Meditation be Dangerous?;;MR;https://puredhamma.net/myths-or-realities/can-buddhist-meditation-be-dangerous/;can-buddhist-meditation-be-dangerous
877;19900;MR.AA.008;Boy Who Remembered Pāli Suttas for 1500 Years;;MR;https://puredhamma.net/myths-or-realities/boy-who-remembered-pali-suttas-for-1500-years/;boy-who-remembered-pali-suttas-for-1500-years
878;22628;MR.AA.009;Do Buddhists Pray and Engage in Idol Worshipping?;;MR;https://puredhamma.net/myths-or-realities/do-buddhists-pray-and-engage-in-idol-worshipping/;do-buddhists-pray-and-engage-in-idol-worshipping
880;;MR.BB.001;4. More related topics in the following sections.;;;;
887;13165;PD.BB.000;Forums;;;https://puredhamma.net/forums/;forums
888;152;PD.CC.000;About;;PD;https://puredhamma.net/about-me/;about-me
889;14416;QD.AA.000;Quantum Mechanics and Dhamma;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/;quantum-mechanics-buddhism-buddha-dhamma
890;14412;QD.AA.001;Quantum Mechanics and Dhamma – Introduction;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-and-dhamma-introduction/;quantum-mechanics-and-dhamma-introduction
891;14591;QD.BB.001;Quantum Mechanics and Consciousness;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/quantum-mechanics-and-consciousness/;quantum-mechanics-and-consciousness
892;14588;QD.BB.002;Will Quantum Mechanics Be Able to Explain Consciousness?;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/quantum-mechanics-and-consciousness/will-quantum-mechanics-be-able-to-explain-consciousness/;will-quantum-mechanics-be-able-to-explain-consciousness
893;14593;QD.BB.003;The Observer Effect in Quantum Mechanics;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/quantum-mechanics-and-consciousness/observer-effect-quantum-mechanics/;observer-effect-quantum-mechanics
894;14468;QD.CC.001;Quantum Mechanics – A New Interpretation;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/;quantum-mechanics-a-new-interpretation
895;14433;QD.CC.002;What Is a Wave and What Is a Particle?;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/what-is-a-wave-and-what-is-a-particle/;what-is-a-wave-and-what-is-a-particle
896;14415;QD.CC.003;Photons Are Particles Not Waves;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/photons-are-particles-not-waves/;photons-are-particles-not-waves
897;14854;QD.DD.001;Basis of the Proposed Interpretation – Feynman’s Technique in QED;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/basis-of-proposed-interpretation-feynmans-technique-qed/;basis-of-proposed-interpretation-feynmans-technique-qed
898;14498;QD.DD.002;Feynman’s Glass Plate Experiment;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/basis-of-proposed-interpretation-feynmans-technique-qed/feynmans-glass-plate-experiment/;feynmans-glass-plate-experiment
899;14693;QD.DD.003;Feynman’s Method of “A Particle Exploring All Possible Paths”;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/basis-of-proposed-interpretation-feynmans-technique-qed/feynmans-method-of-a-particle-exploring-all-possible-paths/;feynmans-method-of-a-particle-exploring-all-possible-paths
900;14802;QD.DD.004;“Exploring All Possible Paths” Leads to Fermat’s Principle of Least Time;;QD;https://puredhamma.net/quantum-mechanics-buddhism-buddha-dhamma/quantum-mechanics-a-new-interpretation/basis-of-proposed-interpretation-feynmans-technique-qed/exploring-possible-paths-fermats-principle-least-time/;exploring-possible-paths-fermats-principle-least-time
901;48260;BA.AA.000;Buddha Dhamma – Advanced;;BA;https://puredhamma.net/buddha-dhamma-advanced/;buddha-dhamma-advanced
902;45028;CH.AA.001;Pāli Words – Writing and Pronunciation;;CH;https://puredhamma.net/buddhism-in-charts/pali-words-writing-pronunciation/;pali-words-writing-pronunciation
903;48588;BA.AA.001;Pāli Suttās in Tipiṭaka – Direct Translations are Wrong;;BA;https://puredhamma.net/buddha-dhamma-advanced/pali-suttas-in-tipi%e1%b9%adaka-direct-translations-are-wrong/;pali-suttas-in-tipi%e1%b9%adaka-direct-translations-are-wrong
906;48350;BA.AA.003;Rupa and Rupakkhandha- Not External Objects;;BA;https://puredhamma.net/buddha-dhamma-advanced/rupa-and-rupakkhandha-not-external-objects/;rupa-and-rupakkhandha-not-external-objects
907;48409;BA.AA.004;Vipariṇāma – Two Meanings;;BA;https://puredhamma.net/buddha-dhamma-advanced/vipari%e1%b9%87ama-two-meanings/;vipari%e1%b9%87ama-two-meanings
908;48512;BA.AA.005;Ārammaṇa (Sensory Input) Initiates Critical Processes;;BA;https://puredhamma.net/buddha-dhamma-advanced/aramma%e1%b9%87a-sensory-input-initiates-critical-processes/;aramma%e1%b9%87a-sensory-input-initiates-critical-processes
913;;BA.BB.001;More Posts on Advanced Background:;;;;
916;;BA.CC.001;Jhāna and Magga Phala:;;;;
941;44536;CH.AA.003;Saḷāyatana Are Not Sense Faculties;;;https://puredhamma.net/salayatana-are-not-sense-faculties/;salayatana-are-not-sense-faculties
944;44785;CH.AA.005;Rupa, Dhammā (Appaṭigha Rupa) and Nāmagotta (Memories);;CH;https://puredhamma.net/buddhism-in-charts/rupa-dhamma-appa%e1%b9%adigha-rupa-and-namagotta-memories/;rupa-dhamma-appa%e1%b9%adigha-rupa-and-namagotta-memories
945;;FT.AA.000;Footnotes;;FT;https://puredhamma.net/;
946;10818;FT.BB.001;Parinibbāna of Waharaka Thēro;;FT;https://puredhamma.net/new-revised-posts/parinibbana-of-waharaka-thero/;parinibbana-of-waharaka-thero
947;4712;FT.CC.001;Pure Dhamma Essays in Book Format;;FT;https://puredhamma.net/new-revised-posts/puredhamma-essays-in-a-book-format/;puredhamma-essays-in-a-book-format
948;10647;FT.DD.001;Pure Dhamma – Sinhala Translation;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-sinhala-translation/;pure-dhamma-sinhala-translation
949;12621;FT.DD.002;Pure Dhamma – German Website;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-german-website/;pure-dhamma-german-website
950;25613;FT.DD.003;Pure Dhamma – Korean Website;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-korean-website/;pure-dhamma-korean-website
951;;FT.DD.004;>>>> COMING 🔜 🙏 : Pure Dhamma – BRAZILIAN Website <<<< ;;FT;;
952;5894;FT.EE.001;Niramisa Sukha – In a Chart;;FT;https://puredhamma.net/new-revised-posts/niramisa-sukha-in-a-chart/;niramisa-sukha-in-a-chart
953;7562;FT.FF.001;Popup Pāli Glossary with Pronunciation;;FT;https://puredhamma.net/new-revised-posts/pali-glossary-with-pronunciation/;pali-glossary-with-pronunciation
954;1831;FT.GG.001;New / Revised Posts;;FT;https://puredhamma.net/new-revised-posts/;new-revised-posts
955;7424;FT.HH.001;Pure Dhamma – Sitemap;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-sitemap/;pure-dhamma-sitemap
956;11756;FT.II.001;Pure Dhamma Discussion Forum Guidelines;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-discussion-forum-guidelines/;pure-dhamma-discussion-forum-guidelines
957;26097;FT.JJ.001;Pure Dhamma – Reflections on 2019;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2019/;pure-dhamma-reflections-on-2019
958;21064;FT.JJ.002;Pure Dhamma – Reflections on 2018;;FT;https://puredhamma.net/pure-dhamma-reflections-on-2018/;pure-dhamma-reflections-on-2018
959;12397;FT.JJ.003;Pure Dhamma – Reflections on 2017;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2017/;pure-dhamma-reflections-on-2017
960;10494;FT.JJ.004;Pure Dhamma – Reflections on 2016;;FT;https://puredhamma.net/new-revised-posts/pure-dhamma-reflections-on-2016/;pure-dhamma-reflections-on-2016
961;7107;FT.JJ.005;Reflections on 2015;;FT;https://puredhamma.net/new-revised-posts/reflections-on-2015/;reflections-on-2015
962;4108;FT.JJ.006;Reflections on 2014;;FT;https://puredhamma.net/new-revised-posts/reflections-on-2014/;reflections-on-2014
963;;MS.AA.000;Miscellaneous;;MS;;
970;5120;MS.BB.001;Buddha Dhamma – In a Chart;;MS;https://puredhamma.net/new-revised-posts/buddha-dhamma-in-a-chart/;buddha-dhamma-in-a-chart
972;6601;MS.CC.001;Ancient teeth found in China challenge modern human migration theory;;MS;https://puredhamma.net/new-revised-posts/ancient-teeth-found-in-china-challenge-modern-human-migration-theory/;ancient-teeth-found-in-china-challenge-modern-human-migration-theory
973;4168;MS.CC.002;Mars Curiosity Photos Suggest Life May Have Existed on Red Planet;;MS;https://puredhamma.net/new-revised-posts/mars-curiosity-photos-suggest-life-may-have-existed-on-red-planet/;mars-curiosity-photos-suggest-life-may-have-existed-on-red-planet
974;3705;MS.CC.003;Recent Publications on Benefits of Meditation;;MS;https://puredhamma.net/new-revised-posts/recent-publications-on-benefits-of-meditation/;recent-publications-on-benefits-of-meditation
975;3649;MS.CC.004;Laniakea: Our home supercluster;;MS;https://puredhamma.net/new-revised-posts/laniakea-our-home-supercluster/;laniakea-our-home-supercluster
976;3335;MS.CC.005;Think Outside the Box!;;MS;https://puredhamma.net/new-revised-posts/think-outside-the-box/;think-outside-the-box
977;2858;MS.CC.006;There are as many creatures on your body as there are people on Earth!;;MS;https://puredhamma.net/new-revised-posts/there-are-as-many-creatures-on-your-body-as-there-are-people-on-earth/;there-are-as-many-creatures-on-your-body-as-there-are-people-on-earth
978;2638;MS.CC.007;News Article on Robin Williams and Buddhist Meditation;;MS;https://puredhamma.net/new-revised-posts/news-article-on-robin-williams-and-buddhist-meditation/;news-article-on-robin-williams-and-buddhist-meditation
979;2464;MS.CC.008;World Historical Timeline;;MS;https://puredhamma.net/new-revised-posts/world-historical-timeline/;world-historical-timeline
980;1982;MS.CC.009;Second Largest Religion by State in the US;;MS;https://puredhamma.net/new-revised-posts/second-largest-religion-by-state-in-the-us/;second-largest-religion-by-state-in-the-us
981;;NP.AA.000;New Posts (Still without category, or grouped by Section);;NP;;
982;53507;NP.BB.001;Path to Nibbāna – The Necessary Background;;NP;https://puredhamma.net/path-to-nibbana-the-necessary-background/;path-to-nibbana-the-necessary-background
983;53599;NP.BB.002;Pāth to Nibbāna – Learning Dhamma to Become a Sotapanna;;NP;https://puredhamma.net/path-to-nibbana-learning-dhamma-to-become-a-sotapanna/;path-to-nibbana-learning-dhamma-to-become-a-sotapanna
984;53545;NP.BB.003;Sotapanna Stage from Kāma Loka;;NP;https://puredhamma.net/sotapanna-stage-from-kama-loka/;sotapanna-stage-from-kama-loka
985;;NP.BB.004;Rupa – What It Really Means;;NP;https://puredhamma.net/;
